x0000,y0000
1297.0939759036,5136.2
1296.1981927711,5176.5
1295.3024096386,5096.5
1294.4066265060,5112.8
1293.5108433735,5137.5
1292.615060241,5189.4
1291.7192771084,5094.7
1290.8234939759,5189.7
1289.9277108434,5119.9
1289.0319277108,5172.9
1288.1361445783,5222.
1287.2403614458,5164.8
1286.3445783133,5237.1
1285.4487951807,5203.2
1284.5530120482,5116.2
1283.6572289157,5205.5
1282.7614457831,5166.9
1281.8656626506,5372.9
1280.9698795181,5239.3
1280.0740963855,5216.9
1279.1783132530,5377.3
1278.2825301205,5216.7
1277.386746988,5287.5
1276.4909638554,5288.6
1275.5951807229,5245.6
1274.6993975904,5276.8
1273.8036144578,5296.7
1272.9078313253,5230.1
1272.0120481928,5313.5
1271.1162650602,5426.
1270.2204819277,5439.8
1269.3246987952,5344.3
1268.4289156627,5296.4
1267.5331325301,5248.
1266.6373493976,5394.8
1265.7415662651,5252.
1264.8457831325,5329.4
1263.9500000000,5339.
1263.0542168675,5361.9
1262.1584337349,5381.5
1261.2626506024,5342.8
1260.3668674699,5397.4
1259.4710843373,5369.2
1258.5753012048,5404.8
1257.6795180723,5417.8
1256.7837349398,5313.3
1255.8879518072,5487.
1254.9921686747,5517.8
1254.0963855422,5353.3
1253.2006024096,5407.8
1252.3048192771,5530.7
1251.4090361446,5564.7
1250.5132530120,5447.
1249.6174698795,5508.2
1248.721686747,5468.1
1247.8259036145,5665.2
1246.9301204819,5634.7
1246.0343373494,5685.7
1245.1385542169,5531.1
1244.2427710843,5581.9
1243.3469879518,5589.9
1242.4512048193,5701.5
1241.5554216867,5585.4
1240.6596385542,5584.6
1239.7638554217,5644.6
1238.8680722892,5504.9
1237.9722891566,5640.6
1237.0765060241,5644.1
1236.1807228916,5683.9
1235.2849397590,5567.3
1234.3891566265,5752.
1233.493373494,5849.7
1232.5975903614,5740.8
1231.7018072289,5657.8
1230.8060240964,5740.4
1229.9102409639,5921.1
1229.0144578313,5717.2
1228.1186746988,5753.
1227.2228915663,5819.3
1226.3271084337,5811.8
1225.4313253012,5989.4
1224.5355421687,5928.5
1223.6397590361,5882.3
1222.7439759036,5948.1
1221.8481927711,5888.8
1220.9524096386,6029.1
1220.0566265060,5927.5
1219.1608433735,5899.
1218.265060241,5824.1
1217.3692771084,5914.5
1216.4734939759,5886.9
1215.5777108434,5911.5
1214.6819277108,5943.6
1213.7861445783,5897.9
1212.8903614458,5919.3
1211.9945783133,6070.9
1211.0987951807,6139.2
1210.2030120482,5960.2
1209.3072289157,6037.1
1208.4114457831,6010.
1207.5156626506,6100.6
1206.6198795181,6023.
1205.7240963855,6202.2
1204.8283132530,6159.9
1203.9325301205,6183.6
1203.036746988,6086.3
1202.1409638554,6068.7
1201.2451807229,6046.9
1200.3493975904,6148.8
1199.4536144578,6123.7
1198.5578313253,6135.3
1197.6620481928,6257.3
1196.7662650602,6196.
1195.8704819277,6207.8
1194.9746987952,6179.8
1194.0789156627,6215.
1193.1831325301,6170.3
1192.2873493976,6309.6
1191.3915662651,6375.2
1190.4957831325,6163.5
1189.6000000000,6245.5
1188.7042168675,6266.
1187.8084337349,6318.
1186.9126506024,6273.8
1186.0168674699,6338.6
1185.1210843373,6281.6
1184.2253012048,6450.9
1183.3295180723,6410.9
1182.4337349398,6331.1
1181.5379518072,6308.7
1180.6421686747,6496.4
1179.7463855422,6550.5
1178.8506024096,6422.6
1177.9548192771,6498.5
1177.0590361446,6432.1
1176.1632530120,6338.5
1175.2674698795,6410.2
1174.371686747,6509.2
1173.4759036145,6410.9
1172.5801204819,6323.7
1171.6843373494,6474.1
1170.7885542169,6476.2
1169.8927710843,6497.6
1168.9969879518,6514.8
1168.1012048193,6472.5
1167.2054216867,6534.2
1166.3096385542,6395.1
1165.4138554217,6427.7
1164.5180722892,6506.3
1163.6222891566,6435.1
1162.7265060241,6518.7
1161.8307228916,6505.9
1160.9349397590,6524.9
1160.0391566265,6487.
1159.143373494,6551.2
1158.2475903614,6571.6
1157.3518072289,6379.6
1156.4560240964,6625.1
1155.5602409639,6609.3
1154.6644578313,6747.7
1153.7686746988,6749.8
1152.8728915663,6863.9
1151.9771084337,6730.6
1151.0813253012,6699.5
1150.1855421687,6665.1
1149.2897590361,6788.8
1148.3939759036,6807.8
1147.4981927711,6886.3
1146.6024096386,6849.
1145.7066265060,6769.7
1144.8108433735,6797.6
1143.915060241,6968.
1143.0192771084,6823.4
1142.1234939759,6998.8
1141.2277108434,6890.
1140.3319277108,6902.6
1139.4361445783,6998.4
1138.5403614458,7035.9
1137.6445783133,6973.1
1136.7487951807,7099.9
1135.8530120482,7018.5
1134.9572289157,7160.3
1134.0614457831,7049.8
1133.1656626506,7131.9
1132.2698795181,7210.9
1131.3740963855,7078.4
1130.4783132530,7337.8
1129.5825301205,7108.8
1128.686746988,7175.9
1127.7909638554,7275.8
1126.8951807229,7371.
1125.9993975904,7294.5
1125.1036144578,7267.6
1124.2078313253,7310.7
1123.3120481928,7297.6
1122.4162650602,7419.6
1121.5204819277,7348.8
1120.6246987952,7257.8
1119.7289156627,7332.6
1118.8331325301,7392.4
1117.9373493976,7338.4
1117.0415662651,7376.8
1116.1457831325,7397.7
1115.25,7482.4
1114.3542168675,7462.9
1113.4584337349,7450.2
1112.5626506024,7306.9
1111.6668674699,7441.5
1110.7710843373,7573.4
1109.8753012048,7583.5
1108.9795180723,7381.8
1108.0837349398,7697.
1107.1879518072,7674.4
1106.2921686747,7670.9
1105.3963855422,7713.4
1104.5006024096,7801.7
1103.6048192771,7835.6
1102.7090361446,7676.8
1101.8132530120,7764.9
1100.9174698795,7837.2
1100.021686747,7953.9
1099.1259036145,7995.3
